id,prob_class1
hau_f314201d82f09c4f135320eaf214c09e,0.9994128
hau_15a4bf3fc7df54fa11688401df70e62b,0.009214366
hau_976288a3639b764171f6dfe52823ebc0,0.048496004
hau_e0c6bf7794b2574af9e361acf41cc8cb,0.08555635
hau_dc3e0474926a7f44b72cbc2f402ec46c,0.019289602
hau_604ae5fa56fc082270f2f507c7f5d9f4,0.01664105
hau_761263f1244d23a0ffb0a03f72a33d06,0.4058976
hau_662636b4fece9f4d14a6bcb8ed382d19,0.02426074
hau_8b9cc28b0a40da492d32b6a278acec27,0.024516335
hau_aa54a5a083a10633307e05f3a0fe6507,0.012241275
hau_35f50bd2911004dae96cb3490b865f19,0.065365784
hau_6a0d9951e8155331a93dc38be10d999d,0.031618766
hau_d7286a81dea58f7570c2721ae3d7896b,0.036977552
hau_2279ad4b39165996d94cb970b9a44032,0.015998371
hau_4a91dadacb815602c0bf41f9002acb16,0.99837387
hau_7ea0712393fed5994706e9788daf1fae,0.044639207
hau_235f8eb9fab5c4fbce90e51bc6a93918,0.0127472645
hau_c4a1cca81425b1320c502982a691cb0d,0.030763034
hau_644dc31e1a57a83451fc0fb4680a78ee,0.02590802
hau_8f336a3105a50c310dc79e8fbc07a746,0.009394396
hau_c6f1c45e17ca2a3e4d8120e9e10a9637,0.038538497
hau_8c5f5dd672f2c86efcad32b307f745cf,0.023021257
hau_8ddca71100a9068aecd8959f99d15cc9,0.029873094
hau_2faa6d598b5c3a0e3460d1eece8505e9,0.0123361
hau_672a88e3e8eb9c5cb1039686b2361495,0.032774985
hau_0241085ae5c4434390ca28bcc11a4e8a,0.12797923
hau_6e36fe8f3d4513935d7ca9c2bcb45d03,0.019719128
hau_229166bb2676daadd1dc52b84bb694cf,0.012649318
hau_afb43a5947da291694cd9160b7850405,0.032252762
hau_55d2c74c7d9bc7843a2b487e0471f7c2,0.026105914
hau_1bd6bfbdd4d8a30befb04d332dbfe8b5,0.06041842
hau_135006ad32acd3a9b66eec582d6ea4b8,0.9987503
hau_4c155ab0281ea6ebdfbe88b9c3b9f64c,0.016529558
hau_072b6010ada47af771157e3af4ada2c2,0.03601607
hau_b50bdac644cce79af46a89999c20bedb,0.011984203
hau_77f40050950c2ed64ab1e6d82a9fd66e,0.9993563
hau_cc72102b5a6792464ac0de78126cd7d7,0.057229258
